from_lon,from_lat,to_lon,to_lat,google_maps_transit_url,travel_time,wait_time
9.0974,39.229,9.117199999999999,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.229%2C9.0974&destination=39.22%2C9.117199999999999&travelmode=transit&departure_time=1760522400",27,4.616666666666666
9.0974,39.229,9.1184,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.229%2C9.0974&destination=39.22%2C9.1184&travelmode=transit&departure_time=1760522400",27,4.616666666666666
9.0974,39.229,9.1196,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.229%2C9.0974&destination=39.22%2C9.1196&travelmode=transit&departure_time=1760522400",29,4.616666666666666
9.0974,39.229,9.1208,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.229%2C9.0974&destination=39.22%2C9.1208&travelmode=transit&departure_time=1760522400",28,2.966666666666667
9.098600000000001,39.229,9.11,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.229%2C9.098600000000001&destination=39.22%2C9.11&travelmode=transit&departure_time=1760522400",17,1.0833333333333333
9.098600000000001,39.229,9.1112,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.229%2C9.098600000000001&destination=39.22%2C9.1112&travelmode=transit&departure_time=1760522400",30,3.3833333333333333
9.098600000000001,39.229,9.1124,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.229%2C9.098600000000001&destination=39.22%2C9.1124&travelmode=transit&departure_time=1760522400",21,1.0833333333333333
9.098600000000001,39.229,9.1136,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.229%2C9.098600000000001&destination=39.22%2C9.1136&travelmode=transit&departure_time=1760522400",23,3.3833333333333333
9.098600000000001,39.229,9.114799999999999,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.229%2C9.098600000000001&destination=39.22%2C9.114799999999999&travelmode=transit&departure_time=1760522400",27,4.816666666666666
9.098600000000001,39.229,9.116,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.229%2C9.098600000000001&destination=39.22%2C9.116&travelmode=transit&departure_time=1760522400",26,3.3666666666666667
9.098600000000001,39.229,9.117199999999999,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.229%2C9.098600000000001&destination=39.22%2C9.117199999999999&travelmode=transit&departure_time=1760522400",25,4.666666666666667
9.098600000000001,39.229,9.1184,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.229%2C9.098600000000001&destination=39.22%2C9.1184&travelmode=transit&departure_time=1760522400",25,4.666666666666667
9.098600000000001,39.229,9.1196,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.229%2C9.098600000000001&destination=39.22%2C9.1196&travelmode=transit&departure_time=1760522400",27,4.666666666666667
9.098600000000001,39.229,9.1208,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.229%2C9.098600000000001&destination=39.22%2C9.1208&travelmode=transit&departure_time=1760522400",27,4.466666666666667
9.0998,39.229,9.11,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.229%2C9.0998&destination=39.22%2C9.11&travelmode=transit&departure_time=1760522400",26,1.0666666666666667
9.0998,39.229,9.1112,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.229%2C9.0998&destination=39.22%2C9.1112&travelmode=transit&departure_time=1760522400",39,3.683333333333333
9.0998,39.229,9.1124,39.22,"https://www.google.com/maps/dir/?api=1&origin=39.229%2C9.0998&destination=39.22%2C9.1124&travelmode=transit&departure_time=1760522400",30,1.0666666666666667
